"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://www.bvsas.sk/novinky/zapadne-slovensko-ma-problem-so-spracovanim-zumpovych-vod.html","1","Zvýšená výstavba v okolí Bratislavy a na celom západnom Slovensku, ktorá prebieha bez potrebného rozvoja kanalizačnej siete, spôsobuje problémy so spracovávaním odpadových vôd. Čistenie bežných žumpových vôd je takmer štyrikrát náročnejšie ako čistenie odkanalizovanej vody. Čistiarne odpadových vôd Bratislavskej vodárenskej spoločnosti už pracujú na hranici svojich technologických možností. V niektorých prípadoch BVS dokonca musí obmedzovať objem spracovávaných žumpových vôd, aby dodržala záväzné normy na kvalitu čistenia. To však spôsobuje problémy občanom, ktorí majú záujem vyviesť svoje žumpové vody.","610","3956","Indexable",""
"https://www.bvsas.sk/domacnosti/zrazky-zrazkove-vody/zrusenie-om/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/obmedzenie-poskytovania-konzultacii-zakresov-kc-bratislava-lamac.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vodne-stocne-regione-bvs-vzrastie-menej-ako-cakalo.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/modernizacia-dvoch-najvacsich-cov-slovensku-skoncila-investicia-je-prispevkom-slovenska-k-cistejsiemu-dunaju.html","1","Dnes boli v Bratislave po rekonštrukcii uvedené do prevádzky čistiarne odpadových vôd (ČOV) vo Vrakuni a Petržalke. Investíciu za takmer 29 miliónov eur, spolufinancovanú z Kohézneho fondu EÚ, štátneho rozpočtu a rozpočtu Bratislavskej vodárenskej spoločnosti (BVS), slávnostne odovzdal do užívania štátny tajomník ministerstva životného prostredia Vojtech Ferencz, spolu s primátorom Bratislavy Ivom Nesrovnalom a generálnym riaditeľom BVS Zsoltom Lukáčom.","457","2917","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/kontakty/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-pokracuje-obmene-svojho-vozoveho-parku.html","1","Bratislavská vodárenská spoločnosť úspešne pokračuje v obmene vozového parku. Z plánovanej tohtoročnej výmeny 140-tich automobilov, je už za ekologickejšie mild-hybridy a cenovo výhodnejšie modely vymenených viac ako sto kusov. Postupnú obmenu zvyšných kusov bude BVS realizovať koncom tohto a v priebehu budúceho roka tak, aby sa už v nasledujúcom roku vo výraznej miere prejavili úspory z obstarávania, ktoré v niektorých segmentoch dosiahli až 40 percent.","458","2955","Indexable",""
"https://www.bvsas.sk/firmy/individualny-pristup/","1","","0","0","Indexable",""
"https://www.bvsas.sk/poruchy-odstavky/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-rokuje-rakuskymi-obcami-novej-zmluve.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/linky-paticke/nadacia-bvs/grantovy-program-naucme-viac-vode-2021.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/zostavaju-tri-dni-zapojenie-do-sutaze.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/bvs-veltrhu-coneco-stanku-osviezi-navstevnikov.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/firmy/sluzby/zasielanie-faktur-xml/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-bude-mat-otvorene-dvere-ukaze-vodarenske-muzeum-aj-sihot.html","1","Bratislavská vodárenská spoločnosť sa cez víkend už tradične zapojí do podujatia „Bratislava pre všetkých“. Pre verejnosť bude otvorená expozícia Vodárenského múzea a taktiež bude možné navštíviť ostrov Sihoť.","209","1328","Indexable",""
"https://www.bvsas.sk/linky-paticke/gdpr/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/valne-zhromazdenie-bvs-schvalilo-mimoriadne-vyhodny-uver-opravu-infrastruktury.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/zmena-zakaznickych-hodin.html","1","Od 1. 6. 2010 sa menia zákaznícke hodiny v zákazníckych centrách v Bratislave a v Senici (čítajte viac).","104","648","Indexable",""
"https://www.bvsas.sk/novinky/slnovrat-dunaji-2018.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/priprava-vodomeru-zimne-obdobie.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/povodne-pripravovane-opatrenia-suvislosti-so-zaplavami.html","1","Dodávka pitnej vody pre všetky mestské časti v súčasnosti funguje. BVS monitoruje kvalitu vody v studniach na Sihoti prakticky online. V prípade zistenia, že sa studňa kontaminuje, okamžite ju zatvárame.","203","1261","Indexable",""
"https://www.bvsas.sk/novinky/den-otvorenych-dveri-vo-vodarenskom-muzeu.html","1","Vážení zákazníci, srdečne vás pozývame na Deň otvorených dverí, ktorý sa uskutoční 25. - 26. 4. 2015 vo Vodárenskom múzeu na Devínskej ceste č. 1.","146","947","Indexable",""
"https://www.bvsas.sk/novinky/bratislavska-vodarenska-spolocnost-zrusila-nevyhodny-prenajom-vw-touareg-usetri-viac-ako-300-tisic-elektrine.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/ekologicky-cin-skoly.html","1","Projekt je určený pre materské a základné školy z Bratislavy a okolia. Cieľom projektu je viesť žiakov k pozitívnemu vzťahu k prírode, k ekologickému zmýšľaniu a cíteniu.","170","1043","Indexable",""
"https://www.bvsas.sk/novinky/bvs-preventivne-reaguje-znecistenie-dunaja-rakusku.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/modra-skola/fotagaleria/festival-vody/","1","","0","0","Indexable",""
"https://www.bvsas.sk/domacnosti/zmena-udajov/","1","","0","0","Indexable",""
"https://www.bvsas.sk/kvalita-vody/pitne-fontany/","1","","0","0","Indexable",""
"https://www.bvsas.sk/domacnosti/nove-pripojenie/nove-pripojenie/existujuca-vodovodna-pripojka-iba-osadenie-vodomeru.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-zrekonstruuje-vodovod-hradskej-ulici-bratislave.html","1","Bratislavská vodárenská spoločnosť začne v júli s rekonštrukciou vodovodu na Hradskej ulici v bratislavskej Vrakuni. Ide o koordinovanú akciu s magistrátom hlavného mesta, ktorý má následne pripravenú rekonštrukciu asfaltových povrchov v tejto lokalite.","253","1581","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/vodarenska-zahrada/cyklopoint/","1","","0","0","Indexable",""
"https://www.bvsas.sk/firmy/submenu/submenu.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/domacnosti/fakturacia/faktury/prechod-fakturu-krok-k-obehovemu-hospodarstvu.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bratislavska-vodarenska-spolocnost-vyskumny-ustav-vodneho-hospodarstva-podpisali-dohodu-odbornej-vedecko-vyskumnej-spolup.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/noc-muzei-galerii-2016.html","1","Srdečne Vás pozývame do Vodárenského múzea a na ostrov Sihoť počas podujatia Noc múzeí a galérií, ktoré sa uskutoční 21. mája 2016 (sobota).","140","915","Indexable",""
"https://www.bvsas.sk/novinky/bvs-je-smart-pridte-tom-presvedcit-veltrh-coneco-2018.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vzorky-vody-bude-mozne-otestovat-zdarma.html","1","Na rozšírený test bude výrazná zľava V rámci Svetového dňa vody Bratislavská vodárenská spoločnosť umožní záujemcom zdarma otestovať vodu z domácich studní na dva základné parametre. V prípade záujmu o podrobnejšiu analýzu vody zo domácej studne, prichádza BVS v tomto roku s novinkou - rozšíreným testom na stanovené vybrané mikrobiologické, biologické, fyzikálne a chemické ukazovatele resp. objednávateľ si môže dať stanoviť vybraný rozsah pesticídov. Tieto analýzy bude možné si počas tohto podujatia objednať so 40 percentnou zľavou. Rovnako so 40 % zľavou si budú môcť otestovať odpadovú vodu majitelia domácich čistiarní odpadových vôd.","643","4153","Indexable",""
"https://www.bvsas.sk/domacnosti/vodomer/nahlasenie-cez-zakaznicky-portal/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/zavadzanie-dialkovych-odpoctov-vodomerov-petrzalke.html","1","Vážení zákazníci, v rámci realizácie pilotného projektu implementácie tzv. diaľkových odpočtov vodomerov v oblasti Bratislava-Petržalka, dochádza v posledných týždňoch k výmene vodomerov a následnej montáži SMART zariadenia ku každému vodomeru, ktoré umožní realizovať BVS odpočty vodomeru bez nutnosti sprístupnenia vodomernej šachty zo strany zákazníka. Zákazník tak bude sprístupňovať vodomer len v prípade technických alebo legislatívnych požiadaviek pre ich výmenu t. j. v intervale raz za 6 rokov.","503","3205","Indexable",""
"https://www.bvsas.sk/novinky/vysledky-analyzy-vzoriek-vody.html","1","Jedna z piatich vzoriek vody z domácej studne, ktorú Bratislavská vodárenská spoločnosť zadarmo otestovala v rámci Svetového dňa vody, prekročila odporúčané limity tvrdosti alebo obsah dusičnanov. Vyplýva to z výsledkov rozboru viac ako 700 vzoriek vody, ktoré do laboratórií BVS priniesli záujemcovia. Voda z verejného vodovodu je testovaná pravidelne priamo vodárňami a spĺňa všetky hygienické normy.","402","2555","Indexable",""
"https://www.bvsas.sk/novinky/partnerstvo-medzi-bsk-bvs.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/modra-skola/vysledky-vyhladavania.html","1","","0","0","Non-Indexable","noindex"
"https://www.bvsas.sk/novinky/stanovisko-bvs-k-udeleniu-odmeny-byvaleho-generalneho-riaditela-infra-services-s.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/zrusenie-uctu-dexia-banka.html","1","Vážení zákazníci, dovoľujeme si Vás upozorniť, že ku dňu 31. 7. 2011 ruší Bratislavská vodárenská spoločnosť bankové účty v Dexia banke.","136","869","Indexable",""
"https://www.bvsas.sk/domacnosti/vodomer/nahlasenie-prostrednicvom-posty-ak-ste-dostali-karticku-odpoctara/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/pozyvame-vas-festival-svetla-bratislava-2016.html","1","Do soboty 24. septembra bude nočná Bratislava žiť rozprávkami, legendami a povesťami.","85","553","Indexable",""
"https://www.bvsas.sk/modra-skola/fotagaleria/vyucbove-program/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/oslavte-bratislavskou-vodarenskou-spolocnostou-svetovy-den-vody.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/?page=3","1","","0","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/novinky/?page=2","1","","0","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/novinky/?page=7","1","","0","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/novinky/?page=6","1","","0","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/novinky/?page=9","1","","0","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/novinky/?page=8","1","","0","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/novinky/bvs-otvorila-zrekonstruovane-kontaktne-centrum-pezinku-upravenymi-zakaznickymi-hodinami.html","1","Bratislavská vodárenská spoločnosť v pondelok otvorila pre svojich zákazníkov zrekonštruované kontaktné centrum v Pezinku. Po otvorení úplne nových kontaktných centier vo vynovených priestoroch v Bratislave, Malackách aj Senici sa tak aj posledné kontaktné centrum BVS posunulo do nového štandardu. Dobrou správou je aj úprava zákazníckych hodín, aby moderné kontaktné centrum BVS bolo dostupnejšie a ponúkalo zákazníkom vodární nielen vysoký štandard služieb v príjemných priestoroch s jednotným dizajnom, ale aj dostatok času na vybavenie svojich požiadaviek.","561","3596","Indexable",""
"https://www.bvsas.sk/novinky/karloveske-rameno-pomaha-vodarenskemu-zdroju-sihot.html","1","Po rokoch príprav a približne siedmich týždňoch prác sa 3. júna 2016 podarilo Karloveské rameno v Bratislave prepojiť s hlavným tokom rieky Dunaj. Finálne úpravy si priamo na mieste pozrel aj minister životného prostredia László Sólymos, spolu s predsedom Bratislavského regionálneho ochranárskeho združenia Tomášom Kušíkom a generálnym riaditeľom Bratislavskej vodárenskej spoločnosti Zsoltom Lukáčom.","402","2570","Indexable",""
"https://www.bvsas.sk/novinky/?page=1","1","","0","0","Non-Indexable","Canonicalised"
"https://www.bvsas.sk/novinky/reklamacny-poriadok.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/do-obnovy-vodarenskej-infrastruktury-bratislave-okoli-dlhodobo-neinvestovalo-potrebne-budu-stovky-milionov.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/domacnosti/fakturacia/faktury/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/zmena-vo-vedeni-bvs.html","1","Valné zhromaždenie Bratislavskej spoločnosti dnes chválilo účtovnú uzávierku BVS za rok 2020. Akcionári BVS zároveň zobrali na vedomie personálne zmeny vo vedení spoločnosti. Na vlastnú žiadosť dnes odišiel z pozície výrobného riaditeľa a člena predstavenstva Ing. Miroslav Kollár, PhD. Jeho pozíciu bude zastávať súčasný obchodný riaditeľ Ing. Ladislav Kizak.","360","2274","Indexable",""
"https://www.bvsas.sk/novinky/zmena-zakaznickych-hodin-od-24-10.html","1","Vážení zákazníci, s platnosťou od 24. 10. 2010 sa menia zákaznícke hodiny v zákazníckych centrách v Bratislave a v Senici (zrušenie obedovej prestávky).","152","962","Indexable",""
"https://www.bvsas.sk/kontakt/napiste-nam-zmena-udajov.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/kontaktne-centrum-malackach-novej-adrese.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/pomoc-podpora/reklamacie/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/zakaznicky-casopis.html","1","Vážení zákazníci, pripravili sme si pre vás novinku v podobe zákazníckeho časopisu.","83","522","Indexable",""
"https://www.bvsas.sk/novinky/zmena-zakaznickych-hodin-pocas-vianocnych-sviatkov.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vodovod-radosovciach-je-dokonceny.html","1","Dnes začala tiecť voda z verejného vodovodu prvým obyvateľom Radošoviec. Vodovod v tejto obci bude zásobovať vodou takmer 450 odberných miest, ktoré sa budú môcť spoľahnúť na dodávku kvalitnej pitnej vody aj počas letných mesiacov, kedy boli v tejto obci dlhodobo problémy s vodou","280","1810","Indexable",""
"https://www.bvsas.sk/firmy/sluzby/","1","","0","0","Indexable",""
"https://www.bvsas.sk/modra-skola/fotagaleria/","1","","0","0","Indexable",""
"https://www.bvsas.sk/rezervacia-stretnutia/rezervacny-formular/rezervacny-formular-zumpa.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/analyza-vzoriek-vody-zdarma-rozsirene-testy-bude-zlava.html","1","V rámci Svetového dňa vody umožní Bratislavská vodárenská spoločnosť záujemcom zdarma otestovať pitnú vodu z domácich studní na dva základné parametre – celkovú tvrdosť a obsah dusičnanov. Na tri vybrané analýzy vzoriek vody, objednané 22. marca 2023, poskytneme záujemcom 40 percentnú zľavu.","292","1919","Indexable",""
"https://www.bvsas.sk/novinky/celoslovesnka-sutaz-zrucnosti-vodarenskych-pracovnikov.html","1","Vážení zákazníci, už tento štvrtok 11. septembra 2014 v čase od 9:00 do 13:30 hod. sa na Námestí M. R. Štefánika, uskutoční hlavná časť programu určená pre širokú verejnosť – súťaž tímov reprezentujúcich 10 vodárenských spoločností. Bližšie informácie nájdete v pozvánke.","271","1719","Indexable",""
"https://www.bvsas.sk/novinky/pozvanka-noc-muzei-galerii.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/bazeny-je-potrebne-napustat-pomaly.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/revizne-spravy-bvs-robili-nekvalitne-bvs-tieto-pripady-vysetruje.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/kontaktne-centrum-senici-novej-adrese.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/modra-skola/vzdelavaci-program/festival-vody.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/firmy/sluzby/nastavenia-fakturacii/","1","","0","0","Indexable",""
"https://www.bvsas.sk/domacnosti/vodomer/vodomer-pravidelna-vymena-porucha-vodomeru-zaroseny-vodomer-skuska-vodomeru/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/prerusenie-dodavok-vody-do-obce-hradiste-pod-vratnom.html","1","Predpokladaný termín obnovenia štandardných dodávok vody je pondelok 25. apríla.","80","522","Indexable",""
"https://www.bvsas.sk/ukazovatele-kvality-vody/","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/novy-vodojem-zahorskej-bystrici-ma-hotove-obe-komory.html","1","Nový vodojem v Záhorskej Bystrici je hotový približne na 70 percent. Dokončená je hrubá stavba objektu, vrátane oboch hlavný komôr, ktoré budú slúžiť na akumuláciu pitnej vody pre obyvateľov Záhorskej Bystrice a okolia. Ak pôjde všetko podľa predpokladov, tak približne 13 tisíc ľudí začne vodu z tohto vodojemu využívať na začiatku roku 2023. Obyvateľov časti Záhorskej Bystrice, Kŕče, Podkerepušky, Dievčí hrádok ale aj viacerých menších lokalít v tejto oblasti tak čaká posledné leto, kedy budú mať počas letných dní problémy s tlakom vody z verejného vodovodu.","564","3535","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/muzeum-expozicie/popis-historia-arealu/","1","","0","0","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/kontakty/rozsirene-kontakty/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/valne-zhromazdenie-schvalilo-personalne-zmeny-vo-svojich-organoch.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/otvarame-nove-kontaktne-centra.html","1","Vážení zákazníci, oznamujeme vám, že dňa 01. 12. 2014 pre vás otvárame nové kontaktné centrá v Pezinku a Senci. Adresy uvedených centier vrátane zákazníckych hodín nájdete v sekcii Kontakty.","190","1228","Indexable",""
"https://www.bvsas.sk/novinky/bvs-kupi-akcie-infra-services.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/poruchy-odstavky/planovane-odstavky/bratislava-dubravka-cabanova-22-26.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/domacnosti/zrazky-zrazkove-vody/","1","","0","0","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/prenajom-priestorov/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/obnovenie-poskytovania-konzultacii-zakresov-kc-senec.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vodohospodarske-vyjadrenia-aj-do-7-pracovnych-dni.html","1","Vážení zákazníci, od 1. 10. 2011 ponúka Bratislavská vodárenská spoločnosť zrýchlené vodohospodárske vyjadrenia do 7 pracovných dní.","132","860","Indexable",""
"https://www.bvsas.sk/novinky/zmena-zakaznickych-hodin-zakresy-technicke-konzultacie-od-01-09-2015-kontaktnych-centrach-pezinku-senci.html","1","Vážení zákazníci, dovoľujeme si vás upozorniť na zmenu zákazníckych hodín od 01. 09. 2015 pre zákresy a technické konzultácie na kontaktných centrách v Pezinku a v Senci.","170","1084","Indexable",""
"https://www.bvsas.sk/poruchy-odstavky/planovane-odstavky/nova-web-stranka-7.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bratislavska-vodarenska-spolocnost-poziada-zvysenie-cien.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/dozorna-rada-bvs-velkou-vacsinou-schvalila-prevzatie-kontroly-nad-infra-services.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/domacnosti/vodomer/nahlasenie-prostednictvom-mailu/","1","","0","0","Indexable",""
"https://www.bvsas.sk/firmy/sluzby/odber-analyza-odpadovej-vody/","1","","0","0","Indexable",""
"https://www.bvsas.sk/domacnosti/vodomer/nahlasenie-prostrednictvom-call-centra/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/slnovrat-dunaji-mesiac-otvorenych-nabrezi.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/vysledky-analyzy-vzoriek-vody-2018.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/muzeum-expozicie/ostrov-sihot/","1","","0","0","Indexable",""
"https://www.bvsas.sk/linky-paticke/eu-projekty/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/zacala-vystavba-vodovodu-dubovciach.html","1","Dnes sa slávnostne začala výstavba verejného vodovodu v Dubovciach na Záhorí. Po tom, čo sa verejný vodovod začal minulý rok stavať v Radošovciach a Popudinských Močidľanoch, sa podarilo naštartovať výstavbu aj v obci Dubovce. Napriek tomu, že obec leží v tesnej blízkosti veľkého transportného vodovodu, obyvatelia nemali prístup k pitnej vode. Vďaka projektu za približne 2,2 milióna eur sa k verejnému vodovodu bude môcť pripojiť 233 odberných miest. BVS položí viac ako 3,5 kilometra nového vodovodného potrubia. Obyvatelia Duboviec tak budú mať neobmedzený prístup ku kvalitnej pitnej vode z verejného vodovodu a nebudú sa musieť spoliehať na vodu zo svojich studní alebo balenú vodu.","689","4401","Indexable",""
"https://www.bvsas.sk/novinky/obmedzenie-poskytovania-konzultacii-zakresov-kc-skalica.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/nove-zakaznicke-centrum-otvorene.html","1","Vážení zákazníci, dňa 19. 11. 2012 sme pre Vás otvorili novozrekonštruované priestory na Prešovskej 48 v Bratislave.","116","735","Indexable",""
"https://www.bvsas.sk/linky-paticke/o-spolocnosti/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/informacna-povinnost.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/muzeum-expozicie/expozicia-vodarenskeho-muzea/","1","","0","0","Indexable",""
"https://www.bvsas.sk/eco-projekty/ecoprojekt-cislo-2.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/rezervacia-cov/zumpove-vody/","1","","0","0","Indexable",""
"https://www.bvsas.sk/poruchy-odstavky/prerusenie-dodavky/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-vita-zastavenie-vyrubu-stromov-ostrove-sihot.html","1","Bratislavská vodárenská spoločnosť víta opatrenie ministerky pôdohospodárstva a rozvoja vidieka Gabriely Matečnej, ktorým pozastavila výrub stromov na bratislavskom ostrove Sihoť. Prioritou BVS aj ministerstva je zabezpečenie dlhodobej ekologickej stability územia a ochrana vodárenských zdrojov.","296","1873","Indexable",""
"https://www.bvsas.sk/novinky/dvojzlozkova-cena-vody-prinasa-spravodlivejsie-prerozdelenie-nakladov-medzi-vsetkych-odberatelov.html","1","Bratislavská vodárenská spoločnosť, a.s. (BVS) zavádza od 1. januára 2017 dvojzložkovú cenu vodného a stočného pre svojich odberateľov. Táto zmena vychádza z vyhlášky Úradu pre reguláciu sieťových odvetví SR č. 225/2016 Z. z., ktorou všetkým vodárenským spoločnostiam pôsobiacim na Slovensku uložil povinnosť rozdeliť cenu vodného a stočného na variabilnú zložku (za množstvo dodanej pitnej vody a spracovanej odpadovej vody) a fixnú zložku (za služby súvisiace s pripojením).","476","3043","Indexable",""
"https://www.bvsas.sk/novinky/nove-kontaktne-centrum-aj-malackach.html","1","Vážení zákazníci, oznamujeme vám, že dňa 16. 2. 2015 pre vás otvárame nové kontaktné centrum v Malackách.","105","693","Indexable",""
"https://www.bvsas.sk/novinky/nevhadzujte-do-kanalizacie.html","1","Použitý kuchynský olej NEVHADZUJTE do kanalizácie!","50","337","Indexable",""
"https://www.bvsas.sk/linky-paticke/kariera/","1","","0","0","Indexable",""
"https://www.bvsas.sk/pomoc-podpora/faq/zrazkove-vody-kanalizacia/zrazkove-vody-kanalizacia.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/grantovy-program-nadacie-bvs-stredne-skoly.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/domacnosti/fakturacia/sposoby-uhrady-faktur/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/kompletne-vysledky-analyzy-vzoriek-vody-2019.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/vodarenske-muzeum/fotogaleria/prenajom-priestorov/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/prvy-bratislavsky-aquafest-21-marca.html","1","Bratislavská vodárenská spoločnosť organizuje 21. marca 2015 prvý bratislavský AQUAFEST.","88","585","Indexable",""
"https://www.bvsas.sk/novinky/oznamenie-pokracovani-montazi-zariadeni-dialkove-odpocty-vodomerov.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/dolezity-oznam.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/bvs-otvorila-bratislave-najvacsie-kontaktne-centrum.html","1","Bratislavská vodárenská spoločnosť dnes otvorila najväčšie kontaktné centrum. V bratislavskom Obchodnom centre Central je na viac ako 230-tich metroch štvorcových plochy k dispozícii 8 kontaktných bodov, kde môžu zákazníci BVS vybaviť bežnú obchodnú agendu či zmluvné vzťahy alebo konzultovať svoje projekty s odborníkmi. K dispozícií je aj bezproblémové parkovanie alebo detský kútik.","385","2451","Indexable",""
"https://www.bvsas.sk/novinky/bvs-navrhuje-rozvod-infra-services.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/pozname-vysledky-bezplatnej-analyzy-vzoriek-studnicnej-vody.html","1","V rámci bezplatnej analýzy vzoriek vody z domácich studní, realizovanej 22. marca 2023 pri príležitosti Svetového dňa vody, prijala Bratislavská vodárenská spoločnosť 559 vzoriek vody. Až v 241 prípadoch namerali laboratória BVS prekročené limity obsahu dusičnanov a nedodržané odporúčané hodnoty na tvrdosť vody.","313","1990","Indexable",""
"https://www.bvsas.sk/novinky/koronakriza-neovplyvnila-spotrebu-vody-regione-bvs.html","1","Hodnota 1","9","64","Indexable",""
"https://www.bvsas.sk/novinky/diskusne-forum-vode.html","1","Bratislavská vodárenská spoločnosť a Vodárenske múzeum sú generálnym partnerom Diskusného fóra o vode organizovaným Inštitútom pre rozvoj Bratislavského kraja.","159","1043","Indexable",""
"https://www.bvsas.sk/domacnosti/fakturacia/fakturacia.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/modra-skola/kontakt/","1","","0","0","Indexable",""
"https://www.bvsas.sk/novinky/bvs-zalozila-dobrovolny-hasicsky-zbor.html","1","V stredu 4. mája 2016, na sviatok svätého Floriána, patróna hasičov, bol na slávnostnom stretnutí v priestoroch Vodárenského múzea BVS založený Dobrovoľný hasičský zbor Bratislavskej vodárenskej spoločnosti.","207","1325","Indexable",""
"https://www.bvsas.sk/","1","","0","0","Indexable",""
"https://www.bvsas.sk/firmy/zmeny-om/","1","","0","0","Indexable",""
"https://www.bvsas.sk/modra-skola/vyucbove-programy/kanalizacia-nie-je-smetisko.html","1","Veľa ľudí si kanalizáciu mýli s odpadkovým košom. „Veď je to také ľahké – stačí hodiť do záchoda, spláchnuť a hotovo!“ Bohužiaľ, takto to nefunguje. Aj keď niečo ide spláchnuť, ešte to neznamená, že to patrí do kanalizácie. Mnoho vecí, ktoré ľudia bežne zvyknú vyhadzovať do záchoda či vypúšťať do výlevky, upcháva kanalizačné potrubia, spôsobuje škody a sťažuje proces čistenia odpadových vôd.","394","2482","Indexable",""
"https://www.bvsas.sk/linky-paticke/nadacia-bvs/nova-web-stranka.html","1","","0","0","Indexable",""
"https://www.bvsas.sk/modra-skola/festival-vody/vysledky-sutazi-3.html","1","","0","0","Indexable",""
